,product,measure,month,cost
16120,Макаронные изделия,1 кг,сентябрь,93.53
16121,"Вермишель, лапша",1 кг,сентябрь,58.39
16122,Говядина,1 кг,сентябрь,373.39
16123,Свинина,1 кг,сентябрь,312.2
16124,Баранина,1 кг,сентябрь,364.08
16125,Конина,1 кг,сентябрь,329.06
16126,Колбаса вареная,1 кг,сентябрь,329.79
16127,Колбаса полукопченая,1 кг,сентябрь,384.71
16128,"Сосиски, сардельки",1 кг,сентябрь,303.57
16129,Рыба свежая и охлажденная,1 кг,сентябрь,226.24
16130,Рыба замороженная неразделанная,1 кг,сентябрь,206.55
16131,Сельдь соленая,1 кг,сентябрь,158.41
16132,"Кефир, айран",1 литр,сентябрь,49.46
16133,Сметана,1 литр,сентябрь,206.16
16134,Сливки,1 литр,сентябрь,197.73
16135,Творог жирный,1 кг,сентябрь,358.21
16136,Творог нежирный,1 кг,сентябрь,201.65
16137,Яйца куриные,10 штук,сентябрь,76.36
16138,Масло сливочное,1 кг,сентябрь,333.58
16139,Хлопковое масло,1 кг,сентябрь,105.65
16140,Подсолнечное масло,1 кг,сентябрь,101.5
16141,Яблоки,1 кг,сентябрь,74.58
16142,Aбрикосы,1 кг,сентябрь,35.15
16143,"Клубника, малина",1 кг,сентябрь,167.36
16144,Вишня,1 кг,сентябрь,0.0
16145,Виноград свежий,1 кг,сентябрь,87.58
16146,Aпельсины,1 кг,сентябрь,169.28
16147,Лимоны,1 кг,сентябрь,168.6
16148,Дыни,1 кг,сентябрь,35.53
16149,Aрбузы,1 кг,сентябрь,18.95
16150,Виноград сушеный,1 кг,сентябрь,279.52
16151,Яблоки сушеные,1 кг,сентябрь,105.36
16152,Курага,1 кг,сентябрь,271.26
16153,Орехи грецкие,1 кг,сентябрь,173.29
16154,Капуста свежая,1 кг,сентябрь,15.89
16155,Лук репчатый,1 кг,сентябрь,19.06
16156,Свекла,1 кг,сентябрь,30.31
16157,Морковь,1 кг,сентябрь,22.06
16158,Огурцы свежие,1 кг,сентябрь,32.34
16159,Тыква,1 кг,сентябрь,29.6
16160,Лук зеленый,1 кг,сентябрь,103.77
16161,Помидоры свежие,1 кг,сентябрь,23.69
16162,"Редиска, редька",1 кг,сентябрь,26.59
16163,Баклажаны,1 кг,сентябрь,22.5
16164,Горох,1 кг,сентябрь,49.59
16165,Чеснок,1 кг,сентябрь,246.16
16166,Томатная паста,1 кг,сентябрь,119.48
16167,Картофель,1 кг,сентябрь,21.44
16168,Сахар-песок,1 кг,сентябрь,46.82
16169,Мед пчелиный натуральный,1 кг,сентябрь,311.72
16170,Соль,1 кг,сентябрь,19.18
16171,Майонез,1 кг,сентябрь,127.06
16172,Дрожжи,50 гр.,сентябрь,21.34
16173,Кофе натуральный растворимый,100 гр.,сентябрь,215.78
16174,Чай черный байховый,100 гр.,сентябрь,73.93
16175,Вода минеральная,"0,5 л.",сентябрь,16.8
16176,Водка крепостью 40 градусов,"0,5 л.",сентябрь,199.89
16177,Коньяк отечественный,"0,5 л.",сентябрь,411.65
16178,Вино игристое отечественное,"0,7 л.",сентябрь,219.37
16179,Сигареты с фильтром,1 пачка,сентябрь,75.09
16180,Цемент,50 кг,сентябрь,297.48
16181,"Электроэнергия, основной тариф",1 кВт. час,сентябрь,0.77
16182,Природный газ,за 1 человека в месяц,сентябрь,192.17
16183,Сжиженный газ ,1 кг,сентябрь,51.28
16184,Уголь,1 тонна,сентябрь,4243.77
16185,Бензин автомобильной марки А-92,1 литр,сентябрь,32.39
16186,Бензин автомобильной марки А-80,1 литр,сентябрь,30.21
16187,Дизельное топливо,1 литр,сентябрь,34.04
16188,Рис среднезерный,1 кг,октябрь,80.73
16189,Рис длиннозерный,1 кг,октябрь,90.79
16190,Мука пшеничная высшего сорта,1 кг,октябрь,47.72
16191,Мука пшеничная первого сорта,1 кг,октябрь,39.44
16192,Крупа манная,1 кг,октябрь,61.12
16193,Пшено,1 кг,октябрь,70.9
16194,Хлеб из пшеничной муки 1 сорта,1 кг,октябрь,48.24
16195,Лепешка,1 кг,октябрь,64.97
16196,Макаронные изделия,1 кг,октябрь,93.75
16197,"Вермишель, лапша",1 кг,октябрь,59.31
16198,Говядина,1 кг,октябрь,396.05
16199,Свинина,1 кг,октябрь,316.53
16200,Баранина,1 кг,октябрь,386.58
16201,Конина,1 кг,октябрь,336.97
16202,Колбаса вареная,1 кг,октябрь,332.37
16203,Колбаса полукопченая,1 кг,октябрь,386.24
16204,"Сосиски, сардельки",1 кг,октябрь,304.47
16205,Рыба свежая и охлажденная,1 кг,октябрь,226.33
16206,Рыба замороженная неразделанная,1 кг,октябрь,206.61
16207,Сельдь соленая,1 кг,октябрь,158.84
16208,"Кефир, айран",1 литр,октябрь,49.78
16209,Сметана,1 литр,октябрь,207.42
16210,Сливки,1 литр,октябрь,198.53
16211,Творог жирный,1 кг,октябрь,357.7
16212,Творог нежирный,1 кг,октябрь,202.59
16213,Яйца куриные,10 штук,октябрь,80.47
16214,Масло сливочное,1 кг,октябрь,334.51
16215,Хлопковое масло,1 кг,октябрь,120.78
16216,Подсолнечное масло,1 кг,октябрь,122.31
16217,Яблоки,1 кг,октябрь,66.61
16218,Aбрикосы,1 кг,октябрь,0.0
16219,"Клубника, малина",1 кг,октябрь,165.03
16220,Вишня,1 кг,октябрь,0.0
16221,Виноград свежий,1 кг,октябрь,91.49
16222,Aпельсины,1 кг,октябрь,164.65
16223,Лимоны,1 кг,октябрь,164.35
16224,Дыни,1 кг,октябрь,39.67
16225,Aрбузы,1 кг,октябрь,21.04
16226,Виноград сушеный,1 кг,октябрь,279.49
16227,Яблоки сушеные,1 кг,октябрь,105.54
16228,Курага,1 кг,октябрь,270.58
16229,Орехи грецкие,1 кг,октябрь,173.35
16230,Капуста свежая,1 кг,октябрь,16.22
16231,Лук репчатый,1 кг,октябрь,19.79
16232,Свекла,1 кг,октябрь,30.97
16233,Морковь,1 кг,октябрь,23.37
16234,Огурцы свежие,1 кг,октябрь,54.29
16235,Тыква,1 кг,октябрь,31.29
16236,Лук зеленый,1 кг,октябрь,113.8
16237,Помидоры свежие,1 кг,октябрь,40.65
16238,"Редиска, редька",1 кг,октябрь,29.17
16239,Баклажаны,1 кг,октябрь,26.02
16240,Горох,1 кг,октябрь,50.85
16241,Чеснок,1 кг,октябрь,260.82
16242,Томатная паста,1 кг,октябрь,119.71
16243,Картофель,1 кг,октябрь,22.98
16244,Сахар-песок,1 кг,октябрь,52.57
16245,Мед пчелиный натуральный,1 кг,октябрь,327.29
16246,Соль,1 кг,октябрь,19.25
16247,Майонез,1 кг,октябрь,128.23
16248,Дрожжи,50 гр.,октябрь,21.34
16249,Кофе натуральный растворимый,100 гр.,октябрь,215.41
16250,Чай черный байховый,100 гр.,октябрь,75.09
16251,Вода минеральная,"0,5 л.",октябрь,17.08
16252,Водка крепостью 40 градусов,"0,5 л.",октябрь,200.17
16253,Коньяк отечественный,"0,5 л.",октябрь,411.66
16254,Вино игристое отечественное,"0,7 л.",октябрь,219.41
16255,Сигареты с фильтром,1 пачка,октябрь,75.33
16256,Цемент,50 кг,октябрь,294.94
16257,"Электроэнергия, основной тариф",1 кВт. час,октябрь,0.77
16258,Природный газ,за 1 человека в месяц,октябрь,200.74
16259,Сжиженный газ ,1 кг,октябрь,51.28
16260,Уголь,1 тонна,октябрь,4434.36
16261,Бензин автомобильной марки А-92,1 литр,октябрь,32.4
16262,Бензин автомобильной марки А-80,1 литр,октябрь,30.35
16263,Дизельное топливо,1 литр,октябрь,33.49
16264,Рис среднезерный,1 кг,ноябрь,81.06
16265,Рис длиннозерный,1 кг,ноябрь,90.99
16266,Мука пшеничная высшего сорта,1 кг,ноябрь,47.85
16267,Мука пшеничная первого сорта,1 кг,ноябрь,39.4
16268,Крупа манная,1 кг,ноябрь,61.26
16269,Пшено,1 кг,ноябрь,70.88
16270,Хлеб из пшеничной муки 1 сорта,1 кг,ноябрь,48.36
16271,Лепешка,1 кг,ноябрь,65.09
16272,Макаронные изделия,1 кг,ноябрь,93.84
16273,"Вермишель, лапша",1 кг,ноябрь,59.76
16274,Говядина,1 кг,ноябрь,419.87
16275,Свинина,1 кг,ноябрь,318.75
16276,Баранина,1 кг,ноябрь,397.02
16277,Конина,1 кг,ноябрь,348.18
16278,Колбаса вареная,1 кг,ноябрь,333.09
16279,Колбаса полукопченая,1 кг,ноябрь,386.49
16280,"Сосиски, сардельки",1 кг,ноябрь,304.84
16281,Рыба свежая и охлажденная,1 кг,ноябрь,227.24
16282,Рыба замороженная неразделанная,1 кг,ноябрь,206.87
16283,Сельдь соленая,1 кг,ноябрь,160.13
16284,"Кефир, айран",1 литр,ноябрь,50.02
16285,Сметана,1 литр,ноябрь,213.74
16286,Сливки,1 литр,ноябрь,199.51
16287,Творог жирный,1 кг,ноябрь,356.25
16288,Творог нежирный,1 кг,ноябрь,206.0
16289,Яйца куриные,10 штук,ноябрь,84.96
16290,Масло сливочное,1 кг,ноябрь,334.61
16291,Хлопковое масло,1 кг,ноябрь,128.49
16292,Подсолнечное масло,1 кг,ноябрь,129.62
16293,Яблоки,1 кг,ноябрь,61.43
16294,Aбрикосы,1 кг,ноябрь,0.0
16295,"Клубника, малина",1 кг,ноябрь,0.0
16296,Вишня,1 кг,ноябрь,0.0
16297,Виноград свежий,1 кг,ноябрь,105.09
16298,Aпельсины,1 кг,ноябрь,162.64
16299,Лимоны,1 кг,ноябрь,165.28
16300,Дыни,1 кг,ноябрь,0.0
16301,Aрбузы,1 кг,ноябрь,0.0
16302,Виноград сушеный,1 кг,ноябрь,282.13
16303,Яблоки сушеные,1 кг,ноябрь,104.37
16304,Курага,1 кг,ноябрь,271.89
16305,Орехи грецкие,1 кг,ноябрь,175.07
16306,Капуста свежая,1 кг,ноябрь,17.98
16307,Лук репчатый,1 кг,ноябрь,21.01
16308,Свекла,1 кг,ноябрь,30.97
16309,Морковь,1 кг,ноябрь,24.48
16310,Огурцы свежие,1 кг,ноябрь,124.39
16311,Тыква,1 кг,ноябрь,30.59
16312,Лук зеленый,1 кг,ноябрь,120.96
16313,Помидоры свежие,1 кг,ноябрь,69.41
16314,"Редиска, редька",1 кг,ноябрь,30.24
16315,Баклажаны,1 кг,ноябрь,0.0
16316,Горох,1 кг,ноябрь,51.13
16317,Чеснок,1 кг,ноябрь,267.86
16318,Томатная паста,1 кг,ноябрь,119.9
16319,Картофель,1 кг,ноябрь,25.89
16320,Сахар-песок,1 кг,ноябрь,53.53
16321,Мед пчелиный натуральный,1 кг,ноябрь,340.92
16322,Соль,1 кг,ноябрь,19.19
16323,Майонез,1 кг,ноябрь,128.99
16324,Дрожжи,50 гр.,ноябрь,21.4
16325,Кофе натуральный растворимый,100 гр.,ноябрь,215.74
16326,Чай черный байховый,100 гр.,ноябрь,75.56
16327,Вода минеральная,"0,5 л.",ноябрь,17.08
16328,Водка крепостью 40 градусов,"0,5 л.",ноябрь,200.44
16329,Коньяк отечественный,"0,5 л.",ноябрь,424.77
16330,Вино игристое отечественное,"0,7 л.",ноябрь,220.42
16331,Сигареты с фильтром,1 пачка,ноябрь,75.74
16332,Цемент,50 кг,ноябрь,297.95
16333,"Электроэнергия, основной тариф",1 кВт. час,ноябрь,0.77
16334,Природный газ,за 1 человека в месяц,ноябрь,204.98
16335,Сжиженный газ ,1 кг,ноябрь,55.48
16336,Уголь,1 тонна,ноябрь,4564.7
16337,Бензин автомобильной марки А-92,1 литр,ноябрь,32.39
16338,Бензин автомобильной марки А-80,1 литр,ноябрь,30.27
16339,Дизельное топливо,1 литр,ноябрь,32.92
16340,Рис среднезерный,1 кг,декабрь,81.83
16341,Рис длиннозерный,1 кг,декабрь,93.1
16342,Мука пшеничная высшего сорта,1 кг,декабрь,48.05
16343,Мука пшеничная первого сорта,1 кг,декабрь,39.44
16344,Крупа манная,1 кг,декабрь,61.28
16345,Пшено,1 кг,декабрь,70.78
16346,Хлеб из пшеничной муки 1 сорта,1 кг,декабрь,48.41
16347,Лепешка,1 кг,декабрь,66.32
16348,Макаронные изделия,1 кг,декабрь,93.74
16349,"Вермишель, лапша",1 кг,декабрь,60.69
16350,Говядина,1 кг,декабрь,435.53
16351,Свинина,1 кг,декабрь,322.47
16352,Баранина,1 кг,декабрь,411.95
16353,Конина,1 кг,декабрь,359.6
16354,Колбаса вареная,1 кг,декабрь,347.56
16355,Колбаса полукопченая,1 кг,декабрь,394.15
16356,"Сосиски, сардельки",1 кг,декабрь,307.74
16357,Рыба свежая и охлажденная,1 кг,декабрь,228.95
16358,Рыба замороженная неразделанная,1 кг,декабрь,213.65
16359,Сельдь соленая,1 кг,декабрь,161.66
16360,"Кефир, айран",1 литр,декабрь,50.63
16361,Сметана,1 литр,декабрь,218.41
16362,Сливки,1 литр,декабрь,200.59
16363,Творог жирный,1 кг,декабрь,358.56
16364,Творог нежирный,1 кг,декабрь,207.87
16365,Яйца куриные,10 штук,декабрь,92.91
16366,Масло сливочное,1 кг,декабрь,336.57
16367,Хлопковое масло,1 кг,декабрь,145.26
16368,Подсолнечное масло,1 кг,декабрь,145.73
16369,Яблоки,1 кг,декабрь,63.64
16370,Aбрикосы,1 кг,декабрь,0.0
16371,"Клубника, малина",1 кг,декабрь,0.0
16372,Вишня,1 кг,декабрь,0.0
16373,Виноград свежий,1 кг,декабрь,0.0
16374,Aпельсины,1 кг,декабрь,167.56
16375,Лимоны,1 кг,декабрь,167.16
16376,Дыни,1 кг,декабрь,0.0
16377,Aрбузы,1 кг,декабрь,0.0
16378,Виноград сушеный,1 кг,декабрь,283.72
16379,Яблоки сушеные,1 кг,декабрь,105.39
16380,Курага,1 кг,декабрь,271.69
16381,Орехи грецкие,1 кг,декабрь,179.86
16382,Капуста свежая,1 кг,декабрь,21.91
16383,Лук репчатый,1 кг,декабрь,23.0
16384,Свекла,1 кг,декабрь,32.07
16385,Морковь,1 кг,декабрь,25.72
16386,Огурцы свежие,1 кг,декабрь,156.45
16387,Тыква,1 кг,декабрь,32.84
16388,Лук зеленый,1 кг,декабрь,132.87
16389,Помидоры свежие,1 кг,декабрь,128.09
16390,"Редиска, редька",1 кг,декабрь,30.56
16391,Баклажаны,1 кг,декабрь,0.0
16392,Горох,1 кг,декабрь,51.29
16393,Чеснок,1 кг,декабрь,275.52
16394,Томатная паста,1 кг,декабрь,125.01
16395,Картофель,1 кг,декабрь,29.73
16396,Сахар-песок,1 кг,декабрь,54.22
16397,Мед пчелиный натуральный,1 кг,декабрь,333.36
16398,Соль,1 кг,декабрь,18.92
16399,Майонез,1 кг,декабрь,131.15
16400,Дрожжи,50 гр.,декабрь,21.84
16401,Кофе натуральный растворимый,100 гр.,декабрь,216.78
16402,Чай черный байховый,100 гр.,декабрь,76.01
16403,Вода минеральная,"0,5 л.",декабрь,17.09
16404,Водка крепостью 40 градусов,"0,5 л.",декабрь,200.94
16405,Коньяк отечественный,"0,5 л.",декабрь,427.41
16406,Вино игристое отечественное,"0,7 л.",декабрь,224.48
16407,Сигареты с фильтром,1 пачка,декабрь,76.49
16408,Цемент,50 кг,декабрь,298.04
16409,"Электроэнергия, основной тариф",1 кВт. час,декабрь,0.77
16410,Природный газ,за 1 человека в месяц,декабрь,210.76
16411,Сжиженный газ ,1 кг,декабрь,55.69
16412,Уголь,1 тонна,декабрь,4576.69
16413,Бензин автомобильной марки А-92,1 литр,декабрь,34.49
16414,Бензин автомобильной марки А-80,1 литр,декабрь,31.44
16415,Дизельное топливо,1 литр,декабрь,34.76
16416,Рис среднезерный,1 кг,январь,81.59
16417,Рис длиннозерный,1 кг,январь,93.58
16418,Мука пшеничная высшего сорта,1 кг,январь,48.15
16419,Мука пшеничная первого сорта,1 кг,январь,39.54
16420,Крупа манная,1 кг,январь,61.01
16421,Пшено,1 кг,январь,71.34
16422,Хлеб из пшеничной муки 1 сорта,1 кг,январь,48.47
16423,Лепешка,1 кг,январь,68.02
16424,Макаронные изделия,1 кг,январь,95.33
16425,"Вермишель, лапша",1 кг,январь,60.96
16426,Говядина,1 кг,январь,440.08
16427,Свинина,1 кг,январь,322.13
16428,Баранина,1 кг,январь,427.91
16429,Конина,1 кг,январь,372.80
16430,Колбаса вареная,1 кг,январь,353.69
16431,Колбаса полукопченая,1 кг,январь,396.65
16432,"Сосиски, сардельки",1 кг,январь,310.01
16433,Рыба свежая и охлажденная,1 кг,январь,227.35
16434,Рыба замороженная неразделанная,1 кг,январь,220.47
16435,Сельдь соленая,1 кг,январь,161.68
16436,"Кефир, айран",1 литр,январь,50.92
16437,Сметана,1 литр,январь,220.03
16438,Сливки,1 литр,январь,200.64
16439,Творог жирный,1 кг,январь,363.35
16440,Творог нежирный,1 кг,январь,206.79
16441,Яйца куриные,10 штук,январь,102.98
16442,Масло сливочное,1 кг,январь,335.72
16443,Хлопковое масло,1 кг,январь,151.29
16444,Подсолнечное масло,1 кг,январь,151.02
16445,Яблоки,1 кг,январь,64.58
16446,Aбрикосы,1 кг,январь,0.00
16447,"Клубника, малина",1 кг,январь,0.00
16448,Вишня,1 кг,январь,0.00
16449,Виноград свежий,1 кг,январь,0.00
16450,Aпельсины,1 кг,январь,166.15
16451,Лимоны,1 кг,январь,167.38
16452,Дыни,1 кг,январь,0.00
16453,Aрбузы,1 кг,январь,0.00
16454,Виноград сушеный,1 кг,январь,284.51
16455,Яблоки сушеные,1 кг,январь,105.37
16456,Курага,1 кг,январь,271.37
16457,Орехи грецкие,1 кг,январь,185.48
16458,Капуста свежая,1 кг,январь,24.37
16459,Лук репчатый,1 кг,январь,23.81
16460,Свекла,1 кг,январь,32.51
16461,Морковь,1 кг,январь,27.30
16462,Огурцы свежие,1 кг,январь,170.43
16463,Тыква,1 кг,январь,33.73
16464,Лук зеленый,1 кг,январь,179.84
16465,Помидоры свежие,1 кг,январь,150.16
16466,"Редиска, редька",1 кг,январь,31.83
16467,Баклажаны,1 кг,январь,0.00
16468,Горох,1 кг,январь,51.15
16469,Чеснок,1 кг,январь,282.45
16470,Томатная паста,1 кг,январь,125.67
16471,Картофель,1 кг,январь,31.12
16472,Сахар-песок,1 кг,январь,54.69
16473,Мед пчелиный натуральный,1 кг,январь,327.17
16474,Соль,1 кг,январь,18.89
16475,Майонез,1 кг,январь,131.56
16476,Дрожжи,50 гр.,январь,21.93
16477,Кофе натуральный растворимый,100 гр.,январь,221.40
16478,Чай черный байховый,100 гр.,январь,76.48
16479,Вода минеральная,"0,5 л.",январь,17.24
16480,Водка крепостью 40 градусов,"0,5 л.",январь,203.80
16481,Коньяк отечественный,"0,5 л.",январь,443.10
16482,Вино игристое отечественное,"0,7 л.",январь,224.92
16483,Сигареты с фильтром,1 пачка,январь,76.64
16484,Цемент,50 кг,январь,297.80
16485,"Электроэнергия, основной тариф",1 кВт. час,январь,0.77
16486,Природный газ,за 1 человека в месяц,январь,208.11
16487,Сжиженный газ ,1 кг,январь,54.56
16488,Уголь,1 тонна,январь,4 614.86
16489,Бензин автомобильной марки А-92,1 литр,январь,35.91
16490,Бензин автомобильной марки А-80,1 литр,январь,31.71
16491,Дизельное топливо,1 литр,январь,36.34
16492,Рис среднезерный,1 кг,февраль,80.54
16493,Рис длиннозерный,1 кг,февраль,93.63
16494,Мука пшеничная высшего сорта,1 кг,февраль,48.32
16495,Мука пшеничная первого сорта,1 кг,февраль,39.4
16496,Крупа манная,1 кг,февраль,61.69
16497,Пшено,1 кг,февраль,69.45
16498,Хлеб из пшеничной муки 1 сорта,1 кг,февраль,48.87
16499,Лепешка,1 кг,февраль,68.11
16500,Макаронные изделия,1 кг,февраль,96.06
16501,"Вермишель, лапша",1 кг,февраль,61.23
16502,Говядина,1 кг,февраль,444.33
16503,Свинина,1 кг,февраль,336.51
16504,Баранина,1 кг,февраль,437.83
16505,Конина,1 кг,февраль,375.98
16506,Колбаса вареная,1 кг,февраль,360.12
16507,Колбаса полукопченая,1 кг,февраль,398.65
16508,"Сосиски, сардельки",1 кг,февраль,311.58
16509,Рыба свежая и охлажденная,1 кг,февраль,227.07
16510,Рыба замороженная неразделанная,1 кг,февраль,220.32
16511,Сельдь соленая,1 кг,февраль,168.34
16512,"Кефир, айран",1 литр,февраль,51.13
16513,Сметана,1 литр,февраль,220.27
16514,Сливки,1 литр,февраль,202.2
16515,Творог жирный,1 кг,февраль,364.11
16516,Творог нежирный,1 кг,февраль,206.1
16517,Яйца куриные,10 штук,февраль,105.92
16518,Масло сливочное,1 кг,февраль,333.49
16519,Хлопковое масло,1 кг,февраль,151.76
16520,Подсолнечное масло,1 кг,февраль,154.46
16521,Яблоки,1 кг,февраль,67.86
16522,Aбрикосы,1 кг,февраль,0.0
16523,"Клубника, малина",1 кг,февраль,0.0
16524,Вишня,1 кг,февраль,0.0
16525,Виноград свежий,1 кг,февраль,0.0
16526,Aпельсины,1 кг,февраль,161.56
16527,Лимоны,1 кг,февраль,169.3
16528,Дыни,1 кг,февраль,0.0
16529,Aрбузы,1 кг,февраль,0.0
16530,Виноград сушеный,1 кг,февраль,284.25
16531,Яблоки сушеные,1 кг,февраль,105.71
16532,Курага,1 кг,февраль,271.48
16533,Орехи грецкие,1 кг,февраль,184.02
16534,Капуста свежая,1 кг,февраль,25.9
16535,Лук репчатый,1 кг,февраль,24.77
16536,Свекла,1 кг,февраль,33.54
16537,Морковь,1 кг,февраль,28.12
16538,Огурцы свежие,1 кг,февраль,170.65
16539,Тыква,1 кг,февраль,36.14
16540,Лук зеленый,1 кг,февраль,184.24
16541,Помидоры свежие,1 кг,февраль,148.92
16542,"Редиска, редька",1 кг,февраль,30.45
16543,Баклажаны,1 кг,февраль,0.0
16544,Горох,1 кг,февраль,51.16
16545,Чеснок,1 кг,февраль,281.03
16546,Томатная паста,1 кг,февраль,125.76
16547,Картофель,1 кг,февраль,32.34
16548,Сахар-песок,1 кг,февраль,60.02
16549,Мед пчелиный натуральный,1 кг,февраль,328.97
16550,Соль,1 кг,февраль,18.89
16551,Майонез,1 кг,февраль,132.8
16552,Дрожжи,50 гр.,февраль,21.98
16553,Кофе натуральный растворимый,100 гр.,февраль,223.68
16554,Чай черный байховый,100 гр.,февраль,76.93
16555,Вода минеральная,"0,5 л.",февраль,17.25
16556,Водка крепостью 40 градусов,"0,5 л.",февраль,207.09
16557,Коньяк отечественный,"0,5 л.",февраль,443.37
16558,Вино игристое отечественное,"0,7 л.",февраль,225.03
16559,Сигареты с фильтром,1 пачка,февраль,82.93
16560,Цемент,50 кг,февраль,299.36
16561,"Электроэнергия, основной тариф",1 кВт. час,февраль,0.77
16562,Природный газ,за 1 человека в месяц,февраль,210.61
16563,Сжиженный газ ,1 кг,февраль,54.98
16564,Уголь,1 тонна,февраль,4563.33
16565,Бензин автомобильной марки А-92,1 литр,февраль,38.49
16566,Бензин автомобильной марки А-80,1 литр,февраль,33.29
16567,Дизельное топливо,1 литр,февраль,38.35
16568,Рис среднезерный,1 кг,март,80.18
16569,Рис длиннозерный,1 кг,март,93.88
16570,Мука пшеничная высшего сорта,1 кг,март,48.49
16571,Мука пшеничная первого сорта,1 кг,март,39.03
16572,Крупа манная,1 кг,март,62.09
16573,Пшено,1 кг,март,68.6
16574,Хлеб из пшеничной муки 1 сорта,1 кг,март,49.03
16575,Лепешка,1 кг,март,68.23
16576,Макаронные изделия,1 кг,март,96.99
16577,"Вермишель, лапша",1 кг,март,62.06
16578,Говядина,1 кг,март,447.7
16579,Свинина,1 кг,март,352.8
16580,Баранина,1 кг,март,442.93
16581,Конина,1 кг,март,381.44
16582,Колбаса вареная,1 кг,март,362.06
16583,Колбаса полукопченая,1 кг,март,399.84
16584,"Сосиски, сардельки",1 кг,март,313.67
16585,Рыба свежая и охлажденная,1 кг,март,228.16
16586,Рыба замороженная неразделанная,1 кг,март,219.89
16587,Сельдь соленая,1 кг,март,172.54
16588,"Кефир, айран",1 литр,март,51.32
16589,Сметана,1 литр,март,219.83
16590,Сливки,1 литр,март,204.61
16591,Творог жирный,1 кг,март,364.35
16592,Творог нежирный,1 кг,март,206.07
16593,Яйца куриные,10 штук,март,105.66
16594,Масло сливочное,1 кг,март,333.15
16595,Хлопковое масло,1 кг,март,154.42
16596,Подсолнечное масло,1 кг,март,163.07
16597,Яблоки,1 кг,март,69.59
16598,Aбрикосы,1 кг,март,0.0
16599,"Клубника, малина",1 кг,март,0.0
16600,Вишня,1 кг,март,0.0
16601,Виноград свежий,1 кг,март,0.0
16602,Aпельсины,1 кг,март,162.82
16603,Лимоны,1 кг,март,174.46
16604,Дыни,1 кг,март,0.0
16605,Aрбузы,1 кг,март,0.0
16606,Виноград сушеный,1 кг,март,284.15
16607,Яблоки сушеные,1 кг,март,109.82
16608,Курага,1 кг,март,270.29
16609,Орехи грецкие,1 кг,март,186.98
16610,Капуста свежая,1 кг,март,26.53
16611,Лук репчатый,1 кг,март,25.48
16612,Свекла,1 кг,март,34.94
16613,Морковь,1 кг,март,29.44
16614,Огурцы свежие,1 кг,март,171.56
16615,Тыква,1 кг,март,42.14
16616,Лук зеленый,1 кг,март,164.58
16617,Помидоры свежие,1 кг,март,157.21
16618,"Редиска, редька",1 кг,март,30.24
16619,Баклажаны,1 кг,март,0.0
16620,Горох,1 кг,март,51.78
16621,Чеснок,1 кг,март,276.98
16622,Томатная паста,1 кг,март,128.37
16623,Картофель,1 кг,март,33.87
16624,Сахар-песок,1 кг,март,64.65
16625,Мед пчелиный натуральный,1 кг,март,329.61
16626,Соль,1 кг,март,18.83
16627,Майонез,1 кг,март,136.5
16628,Дрожжи,50 гр.,март,22.54
16629,Кофе натуральный растворимый,100 гр.,март,217.11
16630,Чай черный байховый,100 гр.,март,78.21
16631,Вода минеральная,"0,5 л.",март,17.3
16632,Водка крепостью 40 градусов,"0,5 л.",март,210.79
16633,Коньяк отечественный,"0,5 л.",март,446.08
16634,Вино игристое отечественное,"0,7 л.",март,228.57
16635,Сигареты с фильтром,1 пачка,март,83.97
16636,Цемент,50 кг,март,306.46
16637,"Электроэнергия, основной тариф",1 кВт. час,март,0.77
16638,Природный газ,за 1 человека в месяц,март,210.51
16639,Сжиженный газ ,1 кг,март,55.0
16640,Уголь,1 тонна,март,4602.59
16641,Бензин автомобильной марки А-92,1 литр,март,44.37
16642,Бензин автомобильной марки А-80,1 литр,март,39.06
16643,Дизельное топливо,1 литр,март,41.97
16644,Рис среднезерный,1 кг,апрель,80.20
16645,Рис длиннозерный,1 кг,апрель,93.48
16646,Мука пшеничная высшего сорта,1 кг,апрель,48.94
16647,Мука пшеничная первого сорта,1 кг,апрель,39.01
16648,Крупа манная,1 кг,апрель,62.26
16649,Пшено,1 кг,апрель,68.09
16650,Хлеб из пшеничной муки 1 сорта,1 кг,апрель,49.20
16651,Лепешка,1 кг,апрель,67.88
16652,Макаронные изделия,1 кг,апрель,97.86
16653,"Вермишель, лапша",1 кг,апрель,62.64
16654,Говядина,1 кг,апрель,449.53
16655,Свинина,1 кг,апрель,355.58
16656,Баранина,1 кг,апрель,447.33
16657,Конина,1 кг,апрель,380.20
16658,Колбаса вареная,1 кг,апрель,362.96
16659,Колбаса полукопченая,1 кг,апрель,397.72
16660,"Сосиски, сардельки",1 кг,апрель,314.49
16661,Рыба свежая и охлажденная,1 кг,апрель,230.20
16662,Рыба замороженная неразделанная,1 кг,апрель,220.44
16663,Сельдь соленая,1 кг,апрель,176.89
16664,"Кефир, айран",1 литр,апрель,51.12
16665,Сметана,1 литр,апрель,215.56
16666,Сливки,1 литр,апрель,205.25
16667,Творог жирный,1 кг,апрель,366.10
16668,Творог нежирный,1 кг,апрель,205.21
16669,Яйца куриные,10 штук,апрель,105.99
16670,Масло сливочное,1 кг,апрель,336.98
16671,Хлопковое масло,1 кг,апрель,161.22
16672,Подсолнечное масло,1 кг,апрель,171.67
16673,Яблоки,1 кг,апрель,77.42
16674,Aбрикосы,1 кг,апрель,0.00
