product,measure,year,month,cost
Горох,1 кг,2003,август,18.68
Чеснок,1 кг,2003,август,25.55
Томатная паста,1 кг,2003,август,43.72
Картофель,1 кг,2003,август,5.41
Сахар-песок,1 кг,2003,август,23.44
Мед пчелиный натуральный,1 кг,2003,август,93.96
Соль,1 кг,2003,август,4.7
Майонез,1 кг,2003,август,78.17
Дрожжи,50 гр.,2003,август,8.07
Кофе натуральный растворимый,100 гр.,2003,август,61.46
Чай черный байховый,100 гр.,2003,август,19.58
Вода минеральная,"0,5 л.",2003,август,5.07
Водка крепостью 40 градусов,"0,5 л.",2003,август,33.53
Коньяк отечественный,"0,5 л.",2003,август,116.28
Вино игристое отечественное,"0,7 л.",2003,август,91.21
Сигареты с фильтром,1 пачка,2003,август,21.7
Цемент,50 кг,2003,август,101.33
"Электроэнергия, основной тариф",1 кВт. час,2003,август,0.62
Природный газ,за 1 человека в месяц,2003,август,37.8
Сжиженный газ ,1 кг,2003,август,14.19
Уголь,1 тонна,2003,август,989.3
Бензин автомобильной марки А-92,1 литр,2003,август,14.75
Бензин автомобильной марки А-80,1 литр,2003,август,12.44
Дизельное топливо,1 литр,2003,август,11.0
Рис среднезерный,1 кг,2003,сентябрь,23.1
Рис длиннозерный,1 кг,2003,сентябрь,24.59
Мука пшеничная высшего сорта,1 кг,2003,сентябрь,13.27
Мука пшеничная первого сорта,1 кг,2003,сентябрь,10.13
Крупа манная,1 кг,2003,сентябрь,19.97
Пшено,1 кг,2003,сентябрь,20.53
Хлеб из пшеничной муки 1 сорта,1 кг,2003,сентябрь,12.6
Лепешка,1 кг,2003,сентябрь,13.74
Макаронные изделия,1 кг,2003,сентябрь,18.92
"Вермишель, лапша",1 кг,2003,сентябрь,14.81
Говядина,1 кг,2003,сентябрь,91.22
Свинина,1 кг,2003,сентябрь,86.04
Баранина,1 кг,2003,сентябрь,106.52
Конина,1 кг,2003,сентябрь,87.75
Колбаса вареная,1 кг,2003,сентябрь,106.9
Колбаса полукопченая,1 кг,2003,сентябрь,121.47
"Сосиски, сардельки",1 кг,2003,сентябрь,104.67
Рыба свежая и охлажденная,1 кг,2003,сентябрь,54.32
Рыба замороженная неразделанная,1 кг,2003,сентябрь,64.67
Сельдь соленая,1 кг,2003,сентябрь,71.45
"Кефир, айран",1 литр,2003,сентябрь,14.82
Сметана,1 литр,2003,сентябрь,67.01
Сливки,1 литр,2003,сентябрь,37.84
Творог жирный,1 кг,2003,сентябрь,37.48
Творог нежирный,1 кг,2003,сентябрь,20.4
Яйца куриные,10 штук,2003,сентябрь,25.33
Масло сливочное,1 кг,2003,сентябрь,140.28
Хлопковое масло,1 кг,2003,сентябрь,49.73
Подсолнечное масло,1 кг,2003,сентябрь,56.75
Яблоки,1 кг,2003,сентябрь,16.72
Aбрикосы,1 кг,2003,сентябрь,17.43
"Клубника, малина",1 кг,2003,сентябрь,42.57
Вишня,1 кг,2003,сентябрь,47.01
Виноград свежий,1 кг,2003,сентябрь,30.97
Aпельсины,1 кг,2003,сентябрь,71.67
Лимоны,1 кг,2003,сентябрь,80.34
Дыни,1 кг,2003,сентябрь,5.44
Aрбузы,1 кг,2003,сентябрь,1.86
Виноград сушеный,1 кг,2003,сентябрь,46.74
Яблоки сушеные,1 кг,2003,сентябрь,16.3
Курага,1 кг,2003,сентябрь,59.1
Орехи грецкие,1 кг,2003,сентябрь,50.42
Капуста свежая,1 кг,2003,сентябрь,3.87
Лук репчатый,1 кг,2003,сентябрь,4.2
Свекла,1 кг,2003,сентябрь,7.62
Морковь,1 кг,2003,сентябрь,5.4
Огурцы свежие,1 кг,2003,сентябрь,5.66
Тыква,1 кг,2003,сентябрь,6.5
Лук зеленый,1 кг,2003,сентябрь,13.78
Помидоры свежие,1 кг,2003,сентябрь,4.16
"Редиска, редька",1 кг,2003,сентябрь,6.7
Баклажаны,1 кг,2003,сентябрь,3.7
Горох,1 кг,2003,сентябрь,18.52
Чеснок,1 кг,2003,сентябрь,21.28
Томатная паста,1 кг,2003,сентябрь,43.53
Картофель,1 кг,2003,сентябрь,5.2
Сахар-песок,1 кг,2003,сентябрь,23.27
Мед пчелиный натуральный,1 кг,2003,сентябрь,93.7
Соль,1 кг,2003,сентябрь,4.72
Майонез,1 кг,2003,сентябрь,78.17
Дрожжи,50 гр.,2003,сентябрь,8.07
Кофе натуральный растворимый,100 гр.,2003,сентябрь,61.38
Чай черный байховый,100 гр.,2003,сентябрь,19.56
Вода минеральная,"0,5 л.",2003,сентябрь,5.07
Водка крепостью 40 градусов,"0,5 л.",2003,сентябрь,33.55
Коньяк отечественный,"0,5 л.",2003,сентябрь,116.29
Вино игристое отечественное,"0,7 л.",2003,сентябрь,91.2
Сигареты с фильтром,1 пачка,2003,сентябрь,21.7
Цемент,50 кг,2003,сентябрь,101.98
"Электроэнергия, основной тариф",1 кВт. час,2003,сентябрь,0.62
Природный газ,за 1 человека в месяц,2003,сентябрь,37.8
Сжиженный газ ,1 кг,2003,сентябрь,16.7
Уголь,1 тонна,2003,сентябрь,998.1
Бензин автомобильной марки А-92,1 литр,2003,сентябрь,16.58
Бензин автомобильной марки А-80,1 литр,2003,сентябрь,14.63
Дизельное топливо,1 литр,2003,сентябрь,11.81
Рис среднезерный,1 кг,2003,октябрь,22.92
Рис длиннозерный,1 кг,2003,октябрь,24.62
Мука пшеничная высшего сорта,1 кг,2003,октябрь,15.31
Мука пшеничная первого сорта,1 кг,2003,октябрь,11.81
Крупа манная,1 кг,2003,октябрь,19.93
Пшено,1 кг,2003,октябрь,21.69
Хлеб из пшеничной муки 1 сорта,1 кг,2003,октябрь,13.76
Лепешка,1 кг,2003,октябрь,15.34
Макаронные изделия,1 кг,2003,октябрь,19.08
"Вермишель, лапша",1 кг,2003,октябрь,15.18
Говядина,1 кг,2003,октябрь,90.98
Свинина,1 кг,2003,октябрь,88.17
Баранина,1 кг,2003,октябрь,106.56
Конина,1 кг,2003,октябрь,88.04
Колбаса вареная,1 кг,2003,октябрь,107.06
Колбаса полукопченая,1 кг,2003,октябрь,121.34
"Сосиски, сардельки",1 кг,2003,октябрь,104.55
Рыба свежая и охлажденная,1 кг,2003,октябрь,52.46
Рыба замороженная неразделанная,1 кг,2003,октябрь,64.67
Сельдь соленая,1 кг,2003,октябрь,70.53
"Кефир, айран",1 литр,2003,октябрь,14.86
Сметана,1 литр,2003,октябрь,68.07
Сливки,1 литр,2003,октябрь,38.68
Творог жирный,1 кг,2003,октябрь,37.90
Творог нежирный,1 кг,2003,октябрь,20.54
Яйца куриные,10 штук,2003,октябрь,32.84
Масло сливочное,1 кг,2003,октябрь,141.04
Хлопковое масло,1 кг,2003,октябрь,49.41
Подсолнечное масло,1 кг,2003,октябрь,55.68
Яблоки,1 кг,2003,октябрь,17.89
Aбрикосы,1 кг,2003,октябрь,16.87
"Клубника, малина",1 кг,2003,октябрь,46.95
Вишня,1 кг,2003,октябрь,20.00
Виноград свежий,1 кг,2003,октябрь,34.65
Aпельсины,1 кг,2003,октябрь,77.61
Лимоны,1 кг,2003,октябрь,84.81
Дыни,1 кг,2003,октябрь,9.30
Aрбузы,1 кг,2003,октябрь,2.51
Виноград сушеный,1 кг,2003,октябрь,51.11
Яблоки сушеные,1 кг,2003,октябрь,17.83
Курага,1 кг,2003,октябрь,68.40
Орехи грецкие,1 кг,2003,октябрь,55.09
Капуста свежая,1 кг,2003,октябрь,6.26
Лук репчатый,1 кг,2003,октябрь,7.12
Свекла,1 кг,2003,октябрь,9.29
Морковь,1 кг,2003,октябрь,6.76
Огурцы свежие,1 кг,2003,октябрь,11.81
Тыква,1 кг,2003,октябрь,5.51
Лук зеленый,1 кг,2003,октябрь,15.84
Помидоры свежие,1 кг,2003,октябрь,6.27
"Редиска, редька",1 кг,2003,октябрь,8.37
Баклажаны,1 кг,2003,октябрь,6.01
Горох,1 кг,2003,октябрь,18.48
Чеснок,1 кг,2003,октябрь,23.43
Томатная паста,1 кг,2003,октябрь,43.45
Картофель,1 кг,2003,октябрь,6.10
Сахар-песок,1 кг,2003,октябрь,23.16
Мед пчелиный натуральный,1 кг,2003,октябрь,94.02
Соль,1 кг,2003,октябрь,4.77
Майонез,1 кг,2003,октябрь,78.17
Дрожжи,50 гр.,2003,октябрь,8.07
Кофе натуральный растворимый,100 гр.,2003,октябрь,61.33
Чай черный байховый,100 гр.,2003,октябрь,19.63
Вода минеральная,"0,5 л.",2003,октябрь,5.07
Водка крепостью 40 градусов,"0,5 л.",2003,октябрь,33.55
Коньяк отечественный,"0,5 л.",2003,октябрь,116.30
Вино игристое отечественное,"0,7 л.",2003,октябрь,91.20
Сигареты с фильтром,1 пачка,2003,октябрь,21.69
Цемент,50 кг,2003,октябрь,106.72
"Электроэнергия, основной тариф",1 кВт. час,2003,октябрь,0.62
Природный газ,за 1 человека в месяц,2003,октябрь,37.80
Сжиженный газ ,1 кг,2003,октябрь,14.65
Уголь,1 тонна,2003,октябрь,1 072.59
Бензин автомобильной марки А-92,1 литр,2003,октябрь,16.35
Бензин автомобильной марки А-80,1 литр,2003,октябрь,15.02
Дизельное топливо,1 литр,2003,октябрь,12.64
Рис среднезерный,1 кг,2003,ноябрь,22.62
